Data,Da,Account IG,Nome,Comune,Segmento,Tipo,Lista
2026-09-13,Patrick Sappa,@polimedical_missaglia,Polimedical Centro Polispecialistico,Missaglia (LC),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@qdquadro,QD Quadro Vetreria,Milano (MI),Vetreria,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@rbimpresaedile,Ristrutturazioni Bergamasche Srl,Clusone (BG),Impresa edile,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@resine_microcementi,Resine e Microcementi,Milano (MI),Pavimenti in resina,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@rgmnewsrl,RGM New Srl,Remedello (BS),Impresa edile,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@ristrutturadesso,Ristruttura Desso,Milano (MI),Ristrutturazioni,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@ristrutturazioni_vm,VM Impresa Edile,Milano (MI),Ristrutturazioni,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@royal_porte,Royal Porte e Infissi,Torbole Casaglia (BS),Infissi,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@rsacantello_istpalazzolo,RSA Istituto Palazzolo - Casa San Giuseppe,Cantello (VA),RSA,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@rsavilladellapace,Villa della Pace,Stezzano (BG),RSA,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@saraa_pmuartist,Sara Gabrieli Trucco Permanente,Brescia (BS),PMU e ciglia,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@saratruccopermanente,Sara Trucco Permanente,Mazzano (BS),PMU,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@simonafasci_pmu,Simona Fasci Ricostruzione Sopracciglia,Brescia (BS),PMU,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@sofi_nailsandbeauty,Sofi Nails and Beauty,Verolanuova (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@studiberrutibergamo,Studi Berruti - Poliambulatorio Goisis,Osio Sotto (BG),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@studiotecnico.zanolariccardo,Studio Tecnico Zanola,Montichiari (BS),Studio tecnico,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@symbolmed,Symbolmed Poliambulatorio,Brescia (BS),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@tati_estetista,Tati Estetista,Brescia (BS),Nail e estetica,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@traslochi_milano_decorato,Traslochi Milano by Decorato,Milano (MI),Traslochi,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@vaccani_lecco,Panificio Vaccani,Lecco (LC),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@vale_nails_chiari,Valenails,Chiari (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@vanessa.estetista,Vanessa Estetista,Bovezzo (BS),Estetica,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@veinclinicbrescia,Vein Clinic Brescia,Brescia (BS),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@venini23.centromedicomilano,Venini23 Centro Medico Polispecialistico,Milano (MI),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@vetreriabonometti,Vetreria Bonometti,Brescia (BS),Vetreria,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@vva_ristrutturazioni,VVA Ristrutturazioni,Milano (MI),Ristrutturazioni,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-14,Patrick Sappa,@acconciature.valentina,Acconciature ed Estetica,Alzano Lombardo (BG),Parrucchiere ed estetica,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@acconciature_sonia_sarezzo,Acconciature Sonia di Palini Sonia,Sarezzo (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@aeg_acconciature,A&G Acconciature,Bagnolo Mella (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@barber_shop_albino_karim,Karim Barber Shop,Albino (BG),Barber,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@barberiadisalo,Barberia di Salo,Salo (BS),Barber,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@barbershop_radouane,Barbershop Radouane,Darfo Boario Terme (BS),Barber,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@barbershop_sarnico,Barbershop Sarnico,Sarnico (BG),Barber,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@barbiere_simo2style,Barber Shop Simo 2 Style,Brescia,Barber,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@barbisi_barbiereincittaalta,Barbisi Barbiere in Citta Alta,Bergamo,Barber,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@beardman_barber_shop,Beardman Barber Shop,Brescia,Barber,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@dalle_sorelle_parrucchiere,Dalle Sorelle Parrucchiere,Bovezzo (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@elisiracconciature,Elisir Acconciature di Ferrari Claudia,Provaglio d'Iseo (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@eliteromano,Elite Hair Style,Romano di Lombardia (BG),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@elitesarnico,Elite Elisa,Sarnico (BG),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@etrehair_rodengo,Etre Hair Spa,Rodengo Saiano (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@gentlemanbarberspagussago,Gentleman Barber SPA,Gussago (BS),Barber,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@hairbeautyfarm,Hair Beauty Farm,Breno (BS),Parrucchiere ed estetica,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@hairemotion_,Hair Emotion,Montichiari (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@hairsalon_18,Hair Salon 18,Castenedolo (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@hairstyle_brescia,Hair Style Parrucchieri,Brescia,Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@individuals__parrucchieri,Individuals Parrucchieri,Verolanuova (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@justatrim_acconciature,Just a Trim,Calcinato (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@luca_e_valeria,Luca & Valeria Parrucchieri,Romano di Lombardia (BG),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@madmats_acconciature,TheBarberShop 73 Hair&Beauty,Lumezzane (BS),Barber e parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@mari_acconciature,Mari Acconciature,Montichiari (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@marnier_hairsalon,Marnier Hair Salon,Brescia,Barber,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@nuovaequipeparrucchieri,Nuova Equipe Sarezzo,Sarezzo (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@parrucchiere_gogna,Parrucchiere Gogna,Brescia,Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@parrucchieri_vindico,Parrucchieri Vindico,Bedizzole (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@parrucchierilocos,Locos Parrucchieri Unisex,Bedizzole (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@parruchierihairstyle,Parrucchieri Hair Style,Montichiari (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@prior.desenzano,Prior Desenzano del Garda,Desenzano del Garda (BS),Parrucchiere e barber,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@proc.2020,PROC Brescia,Brescia,Parrucchiere ed estetica,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@rebelhairbyrebecca,Rebel Hair by Rebecca,Rodengo Saiano (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@s.nailhairsalondesenzano,S Nail Hair Salon,Desenzano del Garda (BS),Parrucchiere e nail,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@swit_barber_shop,Swit Barber Shop,Treviglio (BG),Barber,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@team_giancarlo_parrucchieri,Team Giancarlo Parrucchieri,Rezzato (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@valentinacrazyhair,Valentina Crazy Hair,Verolanuova (BS),Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@vitalsalon1,Vital Salon,Montichiari (BS),Parrucchiere ed estetica,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-14,Patrick Sappa,@yaripanzeriparrucchieri,Yari Panzeri Parrucchiere,Bergamo,Parrucchiere,primo,2026-09-14-instagram-siti-bs-bg.csv
2026-09-16,Patrick Sappa,@3ggiardini,3G Giardini di Nazzareno Bresciani,Brescia (BS),Giardinaggio,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@agriturismo.alberelle,Alberelle Franciacorta,Rovato (BS),Agriturismo con camere e cantina,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@agriturismo_ilbagnoloecolodge,Agriturismo Il Bagnolo,Salò (BS),Agriturismo con camere,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@agriturismodeviscio,Agriturismo Deviscio,Lecco (LC),Azienda agricola con ristorazione,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@agriturismoripadelbosco,Agriturismo Ripa del Bosco,Capriolo (BS),Agriturismo con camere,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@alclimatizzazione_agnelli,AL Climatizzazione,Bovezzo (BS),Climatizzazione,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@almaesteticaebenessere,Alma Estetica e Cura del Corpo,Caravaggio (BG),Estetica,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@arredocucinemilano,Formarredo Due,Lissone (MB),Arredamento e cucine,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@baiaverdegreen,Camping Baia Verde,Manerba del Garda (BS),Campeggio,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@beautyandsun.benessere,Beauty and Sun,Ponteranica (BG),Estetica,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@bellavista.pontedilegno,Hotel Bellavista,Ponte di Legno (BS),Albergo,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@caffepolibergamo,Caffè Poli Torrefazione,Bergamo (BG),Torrefazione,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@campellialbosaggia,Hotel Campelli,Albosaggia (SO),Albergo con ristorante,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@camper_land_3000_brescia_,Camper Land 3000,Brescia (BS),Camper,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@campinggardenia,Camping Gardenia,Domaso (CO),Campeggio,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@cantinaavanzi,Cantina Avanzi,Manerba del Garda (BS),Cantina e frantoio,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@casagherardi,Casa Gherardi,Bergamo (BG),Agenzia immobiliare,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@cascinabollate,Cascina Bollate,Milano (MI),Vivaio,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@cascinamirandola_como,Agriturismo Cascina Mirandola,Albese con Cassano (CO),Agriturismo con hotel e ristorante,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@centroesteticoesimee,Justine Nail Artist,Telgate (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@colorificiobresciano,Colorificio Bresciano,Brescia (BS),Colorificio,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@cormararredamenti,Cormar Arredamenti,Cassano Magnago (VA),Arredamento,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@cotali_arredamenti,Cotali Arredamenti,Concesio (BS),Arredamento,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@custombeautynailstreviglio,Custom Beauty Nails,Treviglio (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@dempavia,DEM Ristorante e Cocktail Bar,Pavia (PV),Ristorante e cocktail bar,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@dsbrescia,DS Store Brescia Gozzini,Brescia (BS),Concessionaria,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@dursomelissa_,Melissa D'Urso,Bergamo (BG),Ciglia e PMU,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@eli_lashandbrows,Eli Lash and Brows,Leffe (BG),Ciglia,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@emme_ci_arredamenti,Emme-Ci Arredamenti,Castegnato (BS),Arredamento,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@equipeimmobiliaremonzabrianza,Equipe Immobiliare,Biassono (MB),Agenzia immobiliare,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@estetica_e_benessere_treviglio,Estetica e Benessere di Natascia Dibenedetto,Treviglio (BG),Estetica,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@estetica_erica_,Estetica Erica,Zogno (BG),Estetica e ciglia,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@esteticadellanimadalmine,Estetica dell'Anima di Marta Pesenti,Dalmine (BG),Estetica,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@esteticaorietta,Estetica Orietta,Zogno (BG),Estetica,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@esteticaspeziali_bonatesopra,Estetica Farmacia Speziali,Bonate Sopra (BG),Estetica,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@etvoila_brembatesopra,Et Voilà Estetica,Brembate di Sopra (BG),Estetica,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@franzonipiscine_brescia,Franzoni Piscine,Ghedi (BS),Piscine,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@g.villa_monza,Concessionaria G. Villa,Monza (MB),Concessionaria,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@gelateriaorsi1983,Gelateria Orsi,Lodi (LO),Gelateria con laboratorio,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@genzianellabormio,Alpine Chic Hotel Genzianella,Bormio (SO),Albergo con spa,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@gestimm.studio,Gestimm Studio,Bergamo (BG),Agenzia immobiliare,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@giusitruccopermanente,Giusi PMU,Bergamo (BG),PMU,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@gloriacassader_lashes,Gloria Cassader Lashes,Alzano Lombardo (BG),Ciglia,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@gomotorsmonza,Go Motors,Monza (MB),Concessionaria,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@gt_cars_brescia_,GT Cars,Quinzano d'Oglio (BS),Concessionaria usato,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@gusto_pavia,Gustò Pasticceria Bistrot,Pavia (PV),Pasticceria e bistrot,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@harmonysuitehotel,Harmony Suite Hotel,Selvino (BG),Albergo per famiglie,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hibiscus.estetica_nails,Centro Estetico Hibiscus,Alzano Lombardo (BG),Estetica e nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@hihotelsirmione.it,Hi Hotel Sirmione,Sirmione (BS),Albergo con piscina,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hillaryesteticaebenessere,Hillary Estetica e Benessere,Clusone (BG),Estetica avanzata,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@hotel.desiree.sirmione,Hotel Désirée,Sirmione (BS),Albergo con bistrot,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotel.florida.limone,Hotel Florida,Limone sul Garda (BS),Albergo,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotel_arabafenice_iseo,Hotel Araba Fenice,Iseo (BS),Albergo con ristorante,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotelandossi,Hotel Andossi,Madesimo (SO),Albergo con spa,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotelbellevuegardone,Hotel Bellevue,Gardone Riviera (BS),Albergo,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotelbelvederemanerba,Hotel Belvedere,Manerba del Garda (BS),Albergo con ristorante,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotelbivio_livigno,Bivio Plaza Hotel,Livigno (SO),Albergo con ristorante e spa,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotelbrescia_boario,Hotel Brescia,Darfo Boario Terme (BS),Albergo con ristorante,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotelcaravellimone,Hotel Caravel,Limone sul Garda (BS),Albergo con ristorante,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hoteldesenzano,Hotel Desenzano,Desenzano del Garda (BS),Albergo,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hoteledensalo,Hotel Eden Salò,Salò (BS),Albergo,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotelfuniviabormio,Funivia Active Hotel,Bormio (SO),Albergo con ristorante e spa,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotelgallilivigno,Hotel Galli,Livigno (SO),Albergo con ristorante,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotellaurin,Hotel Laurin,Salò (BS),Albergo con ristorante,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotelrivieralimone,Hotel Riviera,Limone sul Garda (BS),Albergo con spa,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotelsaloduparc,Hotel Salò Du Parc,Salò (BS),Albergo con ristorante,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@hotelsirmione,Hotel Ca' Serena,Sirmione (BS),Albergo,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@il_ritaglio,L'Atelier del Tendaggio,Chiuduno (BG),Tendaggi,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@ilcontadino_brescia,Il Contadino,Brescia (BS),Gastronomia e ortofrutta,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@ilgiardinoagriturismo,Il Giardino Agriturismo,Isorella (BS),Agriturismo con eventi,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@ilsalone_delle_unghie_verdello,Il Salone delle Unghie di Rozalinda Paci,Verdello (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@impresaedilepievani,Pievani Impresa Edile,Sorisole (BG),Impresa edile,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@iness_rudak_estetista,Iness Rudak PMU Expert,Treviglio (BG),PMU,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@iron_istituto_di_vigilanza,Iron Istituto di Vigilanza,Paratico (BS),Vigilanza privata,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@iseolagohotel,Iseolago Hotel,Iseo (BS),Albergo con ristorante e spa,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@istitutodibellezzalafenice,Istituto di Bellezza La Fenice,Treviglio (BG),Estetica avanzata,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@italhomebergamo,Ital Home,Bergamo (BG),Agenzia immobiliare,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@joiss.creation,Joice Estefania,Verdello (BG),Nail e ciglia,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@juliapareestetica,Centro Estetico Julia Pare,Bergamo (BG),Estetica,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@la_coldana,Ristorante La Coldana,Lodi (LO),Ristorante,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@lakehotellapieve,Lake Hotel La Pieve,Pisogne (BS),Albergo con spa,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@laplayatreviglio,La Playa Solarium Estetica,Treviglio (BG),Solarium ed estetica,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@lash.angy_,Angelica Teli Lash e PMU,Bergamo (BG),Ciglia e PMU,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@lash_studio_elvita_solis,Elvita Lash e PMU,Bergamo (BG),Ciglia e PMU,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@lashbergamo_lashmama_kristina,Kristina Lash Mama,Bergamo (BG),Ciglia e PMU,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@lashes.chernobai,Kateryna Chernobai Lashes,Cologno al Serio (BG),Ciglia,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@lashlamipmu_bg,Lash Lami PMU,Bergamo (BG),Ciglia e PMU,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@lashlovers_studio_,Lash Lovers Studio,Bergamo (BG),Ciglia,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@lautomobiledinascimbeni,Nascimbeni Auto,Ghedi (BS),Concessionaria,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@lavajetsnc,Lavajet,Como (CO),Lavanderia industriale,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@laze_lavanderiaindustriale,Laze Italia,Milano (MI),Lavanderia industriale,primo,2026-09-16-instagram-denkishift-lombardia.csv
2026-09-16,Patrick Sappa,@legnani_arredamenti,Legnani Arredamenti,Cassano d'Adda (MI),Arredamento e cucine,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@llashed.it,Llashed,Bergamo (BG),Ciglia,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@lodauto,Lodauto,Bergamo (BG),Concessionaria,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@lodi_farm,Azienda Agricola Lodi,Lodi (LO),Azienda agricola,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@lozitoottica,Lozito Ottica,Carnate (MB),Ottica,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@m.g.calzature.vigevano,M.G. Calzature,Vigevano (PV),Calzaturificio,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@m.p.nailstudio,Mariangela Personeni Nail Artist,Bergamo (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@madeforyournails,Alessia Napoletano Onicotecnica,Ponte San Pietro (BG),Nail,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@magentaimmobili,Magenta Immobili,Brescia (BS),Agenzia immobiliare,primo,2026-09-16-instagram-ricerca-lombardia.csv
2026-09-16,Patrick Sappa,@mary_brows_bergamo,MG Extension Ciglia,Bergamo (BG),Ciglia,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@mirabella.beautystudio,Mira Estetica Avanzata,Caravaggio (BG),Estetica avanzata,primo,2026-09-16-instagram-siti-bergamo.csv
2026-09-16,Patrick Sappa,@miramontiparkhotel,Miramonti Park Hotel,Bormio (SO),Albergo con ristorante e spa,primo,2026-09-16-instagram-denkishift-lombardia.csv
